time,ax,ay,az
0.154000,0.838877,0.349532,1.188410
0.156000,0.847461,0.353109,1.200570
0.158000,0.855959,0.356650,1.212609
0.160000,0.864371,0.360155,1.224525
0.162000,0.872695,0.363623,1.236318
0.164000,0.880931,0.367055,1.247986
0.166000,0.889078,0.370449,1.259527
0.168000,0.897135,0.373806,1.270942
0.170000,0.905102,0.377126,1.282227
0.172000,0.912977,0.380407,1.293384
0.174000,0.920759,0.383650,1.304409
0.176000,0.928449,0.386854,1.315303
0.178000,0.936045,0.390019,1.326064
0.180000,0.943546,0.393144,1.336690
0.182000,0.950952,0.396230,1.347182
0.184000,0.958262,0.399276,1.357538
0.186000,0.965475,0.402281,1.367756
0.188000,0.972590,0.405246,1.377836
0.190000,0.979607,0.408170,1.387777
0.192000,0.986525,0.411052,1.397577
0.194000,0.993344,0.413893,1.407237
0.196000,1.000061,0.416692,1.416754
0.198000,1.006678,0.419449,1.426128
0.200000,1.013194,0.422164,1.435357
0.202000,1.019606,0.424836,1.444442
0.204000,1.025916,0.427465,1.453381
0.206000,1.032122,0.430051,1.462173
0.208000,1.038224,0.432593,1.470817
0.210000,1.044221,0.435092,1.479312
0.212000,1.050112,0.437547,1.487658
0.214000,1.055897,0.439957,1.495854
0.216000,1.061575,0.442323,1.503898
0.218000,1.067146,0.444644,1.511791
0.220000,1.072610,0.446921,1.519530
0.222000,1.077965,0.449152,1.527116
0.224000,1.083211,0.451338,1.534548
0.226000,1.088347,0.453478,1.541825
0.228000,1.093373,0.455572,1.548946
0.230000,1.098289,0.457621,1.555910
0.232000,1.103094,0.459623,1.562717
0.234000,1.107788,0.461578,1.569366
0.236000,1.112369,0.463487,1.575857
0.238000,1.116838,0.465349,1.582188
0.240000,1.121195,0.467164,1.588359
0.242000,1.125438,0.468932,1.594370
0.244000,1.129567,0.470653,1.600220
0.246000,1.133582,0.472326,1.605908
0.248000,1.137482,0.473951,1.611433
0.250000,1.141268,0.475528,1.616796
0.252000,1.144938,0.477057,1.621995
0.254000,1.148492,0.478539,1.627031
0.256000,1.151931,0.479971,1.631902
0.258000,1.155253,0.481355,1.636608
0.260000,1.158458,0.482691,1.641149
0.262000,1.161546,0.483978,1.645524
0.264000,1.164517,0.485215,1.649732
0.266000,1.167370,0.486404,1.653774
0.268000,1.170105,0.487544,1.657649
0.270000,1.172722,0.488634,1.661356
0.272000,1.175220,0.489675,1.664895
0.274000,1.177600,0.490666,1.668266
0.276000,1.179860,0.491608,1.671468
0.278000,1.182001,0.492501,1.674502
0.280000,1.184023,0.493343,1.677366
0.282000,1.185925,0.494136,1.680061
0.284000,1.187708,0.494878,1.682586
0.286000,1.189370,0.495571,1.684941
0.288000,1.190912,0.496213,1.687125
0.290000,1.192334,0.496806,1.689139
0.292000,1.193635,0.497348,1.690983
0.294000,1.194815,0.497840,1.692655
0.296000,1.195875,0.498281,1.694156
0.298000,1.196814,0.498673,1.695487
0.300000,1.197632,0.499013,1.696645
0.302000,1.198329,0.499304,1.697633
0.304000,1.198905,0.499544,1.698449
0.306000,1.199360,0.499733,1.699093
0.308000,1.199693,0.499872,1.699565
0.310000,1.199905,0.499961,1.699866
0.312000,1.199996,0.499998,1.699995
0.314000,1.199966,0.499986,1.699952
0.316000,1.199814,0.499923,1.699737
0.318000,1.199541,0.499809,1.699350
0.320000,1.199147,0.499645,1.698792
0.322000,1.198632,0.499430,1.698062
0.324000,1.197996,0.499165,1.697161
0.326000,1.197238,0.498849,1.696087
0.328000,1.196360,0.498483,1.694843
0.330000,1.195360,0.498067,1.693427
0.332000,1.194240,0.497600,1.691840
0.334000,1.192999,0.497083,1.690082
0.336000,1.191638,0.496516,1.688154
0.338000,1.190156,0.495898,1.686054
0.340000,1.188554,0.495231,1.683784
0.342000,1.186831,0.494513,1.681345
0.344000,1.184989,0.493745,1.678735
0.346000,1.183027,0.492928,1.675955
0.348000,1.180946,0.492061,1.673006
0.350000,1.178745,0.491144,1.669888
0.352000,1.176425,0.490177,1.666602
0.354000,1.173986,0.489161,1.663146
0.356000,1.171428,0.488095,1.659523
0.358000,1.168752,0.486980,1.655732
0.360000,1.165958,0.485816,1.651774
0.362000,1.163046,0.484603,1.647649
0.364000,1.160017,0.483340,1.643357
0.366000,1.156870,0.482029,1.638899
0.368000,1.153606,0.480669,1.634276
0.370000,1.150226,0.479261,1.629487
0.372000,1.146730,0.477804,1.624534
0.374000,1.143117,0.476299,1.619416
0.376000,1.139389,0.474746,1.614135
0.378000,1.135546,0.473144,1.608691
0.380000,1.131589,0.471495,1.603084
0.382000,1.127516,0.469799,1.597315
0.384000,1.123330,0.468054,1.591385
0.386000,1.119031,0.466263,1.585294
0.388000,1.114618,0.464424,1.579042
0.390000,1.110093,0.462539,1.572631
0.392000,1.105455,0.460606,1.566061
0.394000,1.100706,0.458627,1.559333
0.396000,1.095845,0.456602,1.552447
0.398000,1.090874,0.454531,1.545405
0.400000,1.085792,0.452414,1.538206
0.402000,1.080601,0.450251,1.530852
0.404000,1.075301,0.448042,1.523343
0.406000,1.069892,0.445788,1.515680
0.408000,1.064374,0.443489,1.507864
0.410000,1.058749,0.441146,1.499895
0.412000,1.053018,0.438757,1.491775
0.414000,1.047179,0.436325,1.483504
0.416000,1.041235,0.433848,1.475083
0.418000,1.035186,0.431327,1.466513
0.420000,1.029032,0.428763,1.457795
0.422000,1.022774,0.426156,1.448930
0.424000,1.016413,0.423505,1.439918
0.426000,1.009949,0.420812,1.430761
0.428000,1.003383,0.418076,1.421459
0.430000,0.996715,0.415298,1.412013
0.432000,0.989947,0.412478,1.402425
0.434000,0.983079,0.409616,1.392695
0.436000,0.976111,0.406713,1.382824
0.438000,0.969045,0.403769,1.372813
0.440000,0.961880,0.400783,1.362664
0.442000,0.954619,0.397758,1.352377
0.444000,0.947261,0.394692,1.341953
0.446000,0.939807,0.391586,1.331394
0.448000,0.932259,0.388441,1.320700
0.450000,0.924616,0.385257,1.309873
0.452000,0.916880,0.382033,1.298913
0.454000,0.909051,0.378771,1.287822
0.456000,0.901130,0.375471,1.276601
0.458000,0.893118,0.372132,1.265250
0.460000,0.885016,0.368757,1.253772
0.462000,0.876824,0.365343,1.242168
0.464000,0.868544,0.361893,1.230437
0.466000,0.860176,0.358407,1.218583
0.468000,0.851721,0.354884,1.206605
0.470000,0.843180,0.351325,1.194505
0.472000,0.834554,0.347731,1.182284
0.474000,0.825843,0.344101,1.169944
0.476000,0.817049,0.340437,1.157486
0.478000,0.808173,0.336739,1.144911
0.480000,0.799214,0.333006,1.132220
0.482000,0.790175,0.329240,1.119415
0.484000,0.781056,0.325440,1.106496
0.486000,0.771858,0.321608,1.093466
0.488000,0.762583,0.317743,1.080325
0.490000,0.753230,0.313846,1.067075
0.492000,0.743801,0.309917,1.053717
0.494000,0.734296,0.305957,1.040253
0.496000,0.724718,0.301966,1.026684
0.498000,0.715066,0.297944,1.013011
0.500000,0.705342,0.293893,0.999235
0.502000,0.695547,0.289811,0.985358
0.504000,0.685682,0.285701,0.971382
0.506000,0.675747,0.281561,0.957308
0.508000,0.665744,0.277393,0.943137
0.510000,0.655673,0.273197,0.928870
0.512000,0.645537,0.268974,0.914510
0.514000,0.635335,0.264723,0.900057
0.516000,0.625069,0.260445,0.885514
0.518000,0.614739,0.256141,0.870881
0.520000,0.604348,0.251812,0.856159
0.522000,0.593895,0.247456,0.841352
0.524000,0.583383,0.243076,0.826459
0.526000,0.572811,0.238671,0.811483
0.528000,0.562182,0.234243,0.796425
0.530000,0.551496,0.229790,0.781286
0.532000,0.540754,0.225314,0.766068
0.534000,0.529957,0.220816,0.750773
0.536000,0.519107,0.216295,0.735402
0.538000,0.508205,0.211752,0.719957
0.540000,0.497251,0.207188,0.704438
0.542000,0.486246,0.202603,0.688849
0.544000,0.475193,0.197997,0.673190
0.546000,0.464092,0.193372,0.657463
0.548000,0.452944,0.188726,0.641670
0.550000,0.441749,0.184062,0.625812
0.552000,0.430511,0.179379,0.609890
0.554000,0.419229,0.174679,0.593907
0.556000,0.407904,0.169960,0.577864
0.558000,0.396538,0.165224,0.561762
0.560000,0.385132,0.160472,0.545604
0.562000,0.373688,0.155703,0.529391
0.564000,0.362205,0.150919,0.513124
0.566000,0.350686,0.146119,0.496805
0.568000,0.339131,0.141305,0.480436
0.570000,0.327542,0.136476,0.464018
0.572000,0.315920,0.131633,0.447554
0.574000,0.304266,0.126778,0.431044
0.576000,0.292582,0.121909,0.414491
0.578000,0.280868,0.117028,0.397896
0.580000,0.269125,0.112135,0.381260
0.582000,0.257355,0.107231,0.364586
0.584000,0.245559,0.102316,0.347876
0.586000,0.233739,0.097391,0.331130
0.588000,0.221894,0.092456,0.314350
0.590000,0.210028,0.087512,0.297539
0.592000,0.198140,0.082558,0.280698
0.594000,0.186232,0.077597,0.263828
0.596000,0.174305,0.072627,0.246932
0.598000,0.162361,0.067650,0.230011
0.600000,0.150400,0.062667,0.213066
0.602000,0.138424,0.057677,0.196101
0.604000,0.126434,0.052681,0.179115
0.606000,0.114431,0.047680,0.162111
0.608000,0.102417,0.042674,0.145091
0.610000,0.090392,0.037663,0.128056
0.612000,0.078358,0.032649,0.111008
0.614000,0.066317,0.027632,0.093949
0.616000,0.054268,0.022612,0.076880
0.618000,0.042214,0.017589,0.059804
0.620000,0.030156,0.012565,0.042721
0.622000,0.018095,0.007540,0.025634
0.624000,0.006032,0.002513,0.008545
0.626000,-0.006032,-0.002513,-0.008545
0.628000,-0.018095,-0.007540,-0.025634
0.630000,-0.030156,-0.012565,-0.042721
0.632000,-0.042214,-0.017589,-0.059804
0.634000,-0.054268,-0.022612,-0.076880
0.636000,-0.066317,-0.027632,-0.093949
0.638000,-0.078358,-0.032649,-0.111008
0.640000,-0.090392,-0.037663,-0.128056
0.642000,-0.102417,-0.042674,-0.145091
0.644000,-0.114431,-0.047680,-0.162111
0.646000,-0.126434,-0.052681,-0.179115
0.648000,-0.138424,-0.057677,-0.196101
0.650000,-0.150400,-0.062667,-0.213066
0.652000,-0.162361,-0.067650,-0.230011
0.654000,-0.174305,-0.072627,-0.246932
0.656000,-0.186232,-0.077597,-0.263828
0.658000,-0.198140,-0.082558,-0.280698
0.660000,-0.210028,-0.087512,-0.297539
0.662000,-0.221894,-0.092456,-0.314350
0.664000,-0.233739,-0.097391,-0.331130
0.666000,-0.245559,-0.102316,-0.347876
0.668000,-0.257355,-0.107231,-0.364586
0.670000,-0.269125,-0.112135,-0.381260
0.672000,-0.280868,-0.117028,-0.397896
0.674000,-0.292582,-0.121909,-0.414491
0.676000,-0.304266,-0.126778,-0.431044
0.678000,-0.315920,-0.131633,-0.447554
0.680000,-0.327542,-0.136476,-0.464018
0.682000,-0.339131,-0.141305,-0.480436
0.684000,-0.350686,-0.146119,-0.496805
0.686000,-0.362205,-0.150919,-0.513124
0.688000,-0.373688,-0.155703,-0.529391
0.690000,-0.385132,-0.160472,-0.545604
0.692000,-0.396538,-0.165224,-0.561762
0.694000,-0.407904,-0.169960,-0.577864
0.696000,-0.419229,-0.174679,-0.593907
0.698000,-0.430511,-0.179379,-0.609890
0.700000,-0.441749,-0.184062,-0.625812
0.702000,-0.452944,-0.188726,-0.641670
0.704000,-0.464092,-0.193372,-0.657463
0.706000,-0.475193,-0.197997,-0.673190
0.708000,-0.486246,-0.202603,-0.688849
0.710000,-0.497251,-0.207188,-0.704438
0.712000,-0.508205,-0.211752,-0.719957
0.714000,-0.519107,-0.216295,-0.735402
0.716000,-0.529957,-0.220816,-0.750773
0.718000,-0.540754,-0.225314,-0.766068
0.720000,-0.551496,-0.229790,-0.781286
0.722000,-0.562182,-0.234243,-0.796425
0.724000,-0.572811,-0.238671,-0.811483
0.726000,-0.583383,-0.243076,-0.826459
0.728000,-0.593895,-0.247456,-0.841352
0.730000,-0.604348,-0.251812,-0.856159
0.732000,-0.614739,-0.256141,-0.870881
0.734000,-0.625069,-0.260445,-0.885514
0.736000,-0.635335,-0.264723,-0.900057
0.738000,-0.645537,-0.268974,-0.914510
0.740000,-0.655673,-0.273197,-0.928870
0.742000,-0.665744,-0.277393,-0.943137
0.744000,-0.675747,-0.281561,-0.957308
0.746000,-0.685682,-0.285701,-0.971382
0.748000,-0.695547,-0.289811,-0.985358
0.750000,-0.705342,-0.293893,-0.999235
0.752000,-0.715066,-0.297944,-1.013011
0.754000,-0.724718,-0.301966,-1.026684
0.756000,-0.734296,-0.305957,-1.040253
0.758000,-0.743801,-0.309917,-1.053717
0.760000,-0.753230,-0.313846,-1.067075
0.762000,-0.762583,-0.317743,-1.080325
0.764000,-0.771858,-0.321608,-1.093466
0.766000,-0.781056,-0.325440,-1.106496
0.768000,-0.790175,-0.329240,-1.119415
0.770000,-0.799214,-0.333006,-1.132220
0.772000,-0.808173,-0.336739,-1.144911
0.774000,-0.817049,-0.340437,-1.157486
0.776000,-0.825843,-0.344101,-1.169944
0.778000,-0.834554,-0.347731,-1.182284
0.780000,-0.843180,-0.351325,-1.194505
0.782000,-0.851721,-0.354884,-1.206605
0.784000,-0.860176,-0.358407,-1.218583
0.786000,-0.868544,-0.361893,-1.230437
0.788000,-0.876824,-0.365343,-1.242168
0.790000,-0.885016,-0.368757,-1.253772
0.792000,-0.893118,-0.372132,-1.265250
0.794000,-0.901130,-0.375471,-1.276601
0.796000,-0.909051,-0.378771,-1.287822
0.798000,-0.916880,-0.382033,-1.298913
0.800000,-0.924616,-0.385257,-1.309873
0.802000,-0.932259,-0.388441,-1.320700
0.804000,-0.939807,-0.391586,-1.331394
0.806000,-0.947261,-0.394692,-1.341953
0.808000,-0.954619,-0.397758,-1.352377
0.810000,-0.961880,-0.400783,-1.362664
0.812000,-0.969045,-0.403769,-1.372813
0.814000,-0.976111,-0.406713,-1.382824
0.816000,-0.983079,-0.409616,-1.392695
0.818000,-0.989947,-0.412478,-1.402425
0.820000,-0.996715,-0.415298,-1.412013
0.822000,-1.003383,-0.418076,-1.421459
0.824000,-1.009949,-0.420812,-1.430761
0.826000,-1.016413,-0.423505,-1.439918
0.828000,-1.022774,-0.426156,-1.448930
0.830000,-1.029032,-0.428763,-1.457795
0.832000,-1.035186,-0.431327,-1.466513
0.834000,-1.041235,-0.433848,-1.475083
0.836000,-1.047179,-0.436325,-1.483504
0.838000,-1.053018,-0.438757,-1.491775
0.840000,-1.058749,-0.441146,-1.499895
0.842000,-1.064374,-0.443489,-1.507864
0.844000,-1.069892,-0.445788,-1.515680
0.846000,-1.075301,-0.448042,-1.523343
0.848000,-1.080601,-0.450251,-1.530852
0.850000,-1.085792,-0.452414,-1.538206
0.852000,-1.090874,-0.454531,-1.545405
0.854000,-1.095845,-0.456602,-1.552447
0.856000,-1.100706,-0.458627,-1.559333
0.858000,-1.105455,-0.460606,-1.566061
0.860000,-1.110093,-0.462539,-1.572631
0.862000,-1.114618,-0.464424,-1.579042
0.864000,-1.119031,-0.466263,-1.585294
0.866000,-1.123330,-0.468054,-1.591385
0.868000,-1.127516,-0.469799,-1.597315
0.870000,-1.131589,-0.471495,-1.603084
0.872000,-1.135546,-0.473144,-1.608691
0.874000,-1.139389,-0.474746,-1.614135
0.876000,-1.143117,-0.476299,-1.619416
0.878000,-1.146730,-0.477804,-1.624534
0.880000,-1.150226,-0.479261,-1.629487
0.882000,-1.153606,-0.480669,-1.634276
0.884000,-1.156870,-0.482029,-1.638899
0.886000,-1.160017,-0.483340,-1.643357
0.888000,-1.163046,-0.484603,-1.647649
0.890000,-1.165958,-0.485816,-1.651774
0.892000,-1.168752,-0.486980,-1.655732
0.894000,-1.171428,-0.488095,-1.659523
0.896000,-1.173986,-0.489161,-1.663146
0.898000,-1.176425,-0.490177,-1.666602
0.900000,-1.178745,-0.491144,-1.669888
0.902000,-1.180946,-0.492061,-1.673006
0.904000,-1.183027,-0.492928,-1.675955
0.906000,-1.184989,-0.493745,-1.678735
0.908000,-1.186831,-0.494513,-1.681345
0.910000,-1.188554,-0.495231,-1.683784
0.912000,-1.190156,-0.495898,-1.686054
0.914000,-1.191638,-0.496516,-1.688154
0.916000,-1.192999,-0.497083,-1.690082
0.918000,-1.194240,-0.497600,-1.691840
0.920000,-1.195360,-0.498067,-1.693427
0.922000,-1.196360,-0.498483,-1.694843
0.924000,-1.197238,-0.498849,-1.696087
0.926000,-1.197996,-0.499165,-1.697161
0.928000,-1.198632,-0.499430,-1.698062
0.930000,-1.199147,-0.499645,-1.698792
0.932000,-1.199541,-0.499809,-1.699350
0.934000,-1.199814,-0.499923,-1.699737
0.936000,-1.199966,-0.499986,-1.699952
0.938000,-1.199996,-0.499998,-1.699995
0.940000,-1.199905,-0.499961,-1.699866
0.942000,-1.199693,-0.499872,-1.699565
0.944000,-1.199360,-0.499733,-1.699093
0.946000,-1.198905,-0.499544,-1.698449
0.948000,-1.198329,-0.499304,-1.697633
0.950000,-1.197632,-0.499013,-1.696645
0.952000,-1.196814,-0.498673,-1.695487
0.954000,-1.195875,-0.498281,-1.694156
0.956000,-1.194815,-0.497840,-1.692655
0.958000,-1.193635,-0.497348,-1.690983
0.960000,-1.192334,-0.496806,-1.689139
0.962000,-1.190912,-0.496213,-1.687125
0.964000,-1.189370,-0.495571,-1.684941
0.966000,-1.187708,-0.494878,-1.682586
0.968000,-1.185925,-0.494136,-1.680061
0.970000,-1.184023,-0.493343,-1.677366
0.972000,-1.182001,-0.492501,-1.674502
0.974000,-1.179860,-0.491608,-1.671468
0.976000,-1.177600,-0.490666,-1.668266
0.978000,-1.175220,-0.489675,-1.664895
0.980000,-1.172722,-0.488634,-1.661356
0.982000,-1.170105,-0.487544,-1.657649
0.984000,-1.167370,-0.486404,-1.653774
0.986000,-1.164517,-0.485215,-1.649732
0.988000,-1.161546,-0.483978,-1.645524
0.990000,-1.158458,-0.482691,-1.641149
0.992000,-1.155253,-0.481355,-1.636608
0.994000,-1.151931,-0.479971,-1.631902
0.996000,-1.148492,-0.478539,-1.627031
0.998000,-1.144938,-0.477057,-1.621995
1.000000,-1.141268,-0.475528,-1.616796
1.002000,-1.137482,-0.473951,-1.611433
1.004000,-1.133582,-0.472326,-1.605908
1.006000,-1.129567,-0.470653,-1.600220
1.008000,-1.125438,-0.468932,-1.594370
1.010000,-1.121195,-0.467164,-1.588359
1.012000,-1.116838,-0.465349,-1.582188
1.014000,-1.112369,-0.463487,-1.575857
1.016000,-1.107788,-0.461578,-1.569366
1.018000,-1.103094,-0.459623,-1.562717
1.020000,-1.098289,-0.457621,-1.555910
1.022000,-1.093373,-0.455572,-1.548946
1.024000,-1.088347,-0.453478,-1.541825
1.026000,-1.083211,-0.451338,-1.534548
1.028000,-1.077965,-0.449152,-1.527116
1.030000,-1.072610,-0.446921,-1.519530
1.032000,-1.067146,-0.444644,-1.511791
1.034000,-1.061575,-0.442323,-1.503898
1.036000,-1.055897,-0.439957,-1.495854
1.038000,-1.050112,-0.437547,-1.487658
1.040000,-1.044221,-0.435092,-1.479312
1.042000,-1.038224,-0.432593,-1.470817
1.044000,-1.032122,-0.430051,-1.462173
1.046000,-1.025916,-0.427465,-1.453381
1.048000,-1.019606,-0.424836,-1.444442
1.050000,-1.013194,-0.422164,-1.435357
1.052000,-1.006678,-0.419449,-1.426128
1.054000,-1.000061,-0.416692,-1.416754
1.056000,-0.993344,-0.413893,-1.407237
1.058000,-0.986525,-0.411052,-1.397577
1.060000,-0.979607,-0.408170,-1.387777
1.062000,-0.972590,-0.405246,-1.377836
1.064000,-0.965475,-0.402281,-1.367756
1.066000,-0.958262,-0.399276,-1.357538
1.068000,-0.950952,-0.396230,-1.347182
1.070000,-0.943546,-0.393144,-1.336690
1.072000,-0.936045,-0.390019,-1.326064
1.074000,-0.928449,-0.386854,-1.315303
1.076000,-0.920759,-0.383650,-1.304409
1.078000,-0.912977,-0.380407,-1.293384
1.080000,-0.905102,-0.377126,-1.282227
1.082000,-0.897135,-0.373806,-1.270942
1.084000,-0.889078,-0.370449,-1.259527
1.086000,-0.880931,-0.367055,-1.247986
1.088000,-0.872695,-0.363623,-1.236318
1.090000,-0.864371,-0.360155,-1.224525
1.092000,-0.855959,-0.356650,-1.212609
1.094000,-0.847461,-0.353109,-1.200570
1.096000,-0.838877,-0.349532,-1.188410
1.098000,-0.830209,-0.345920,-1.176129
1.100000,-0.821457,-0.342274,-1.163730
1.102000,-0.812621,-0.338592,-1.151213
1.104000,-0.803704,-0.334876,-1.138580
1.106000,-0.794705,-0.331127,-1.125832
1.108000,-0.785626,-0.327344,-1.112970
1.110000,-0.776467,-0.323528,-1.099995
1.112000,-0.767230,-0.319679,-1.086909
1.114000,-0.757916,-0.315798,-1.073714
1.116000,-0.748525,-0.311885,-1.060410
1.118000,-0.739058,-0.307941,-1.046999
1.120000,-0.729516,-0.303965,-1.033482
1.122000,-0.719901,-0.299959,-1.019860
1.124000,-0.710213,-0.295922,-1.006135
1.126000,-0.700454,-0.291856,-0.992309
1.128000,-0.690623,-0.287760,-0.978383
1.130000,-0.680723,-0.283634,-0.964357
1.132000,-0.670754,-0.279481,-0.950234
1.134000,-0.660717,-0.275299,-0.936015
1.136000,-0.650613,-0.271089,-0.921702
1.138000,-0.640444,-0.266852,-0.907295
1.140000,-0.630210,-0.262587,-0.892797
1.142000,-0.619912,-0.258297,-0.878208
1.144000,-0.609551,-0.253980,-0.863531
1.146000,-0.599129,-0.249637,-0.848766
1.148000,-0.588647,-0.245269,-0.833916
1.150000,-0.578104,-0.240877,-0.818981
1.152000,-0.567504,-0.236460,-0.803964
1.154000,-0.556846,-0.232019,-0.788865
1.156000,-0.546132,-0.227555,-0.773687
1.158000,-0.535362,-0.223068,-0.758430
1.160000,-0.524539,-0.218558,-0.743097
1.162000,-0.513662,-0.214026,-0.727688
1.164000,-0.502734,-0.209473,-0.712207
1.166000,-0.491755,-0.204898,-0.696653
1.168000,-0.480726,-0.200302,-0.681028
1.170000,-0.469648,-0.195687,-0.665335
1.172000,-0.458523,-0.191051,-0.649575
1.174000,-0.447352,-0.186397,-0.633749
1.176000,-0.436136,-0.181723,-0.617859
1.178000,-0.424875,-0.177031,-0.601906
1.180000,-0.413572,-0.172321,-0.585893
1.182000,-0.402226,-0.167594,-0.569820
1.184000,-0.390840,-0.162850,-0.553690
1.186000,-0.379415,-0.158089,-0.537504
1.188000,-0.367951,-0.153313,-0.521264
1.190000,-0.356450,-0.148521,-0.504971
1.192000,-0.344913,-0.143714,-0.488627
1.194000,-0.333341,-0.138892,-0.472233
1.196000,-0.321735,-0.134056,-0.455792
1.198000,-0.310097,-0.129207,-0.439305
1.200000,-0.298428,-0.124345,-0.422773
1.202000,-0.286728,-0.119470,-0.406198
1.204000,-0.275000,-0.114583,-0.389583
1.206000,-0.263243,-0.109685,-0.372928
1.208000,-0.251460,-0.104775,-0.356236
1.210000,-0.239652,-0.099855,-0.339507
1.212000,-0.227819,-0.094925,-0.322744
1.214000,-0.215964,-0.089985,-0.305949
1.216000,-0.204086,-0.085036,-0.289122
1.218000,-0.192188,-0.080078,-0.272267
1.220000,-0.180271,-0.075113,-0.255384
1.222000,-0.168335,-0.070140,-0.238475
1.224000,-0.156382,-0.065159,-0.221542
1.226000,-0.144414,-0.060172,-0.204586
1.228000,-0.132431,-0.055179,-0.187610
1.230000,-0.120434,-0.050181,-0.170615
1.232000,-0.108425,-0.045177,-0.153603
1.234000,-0.096406,-0.040169,-0.136575
1.236000,-0.084376,-0.035157,-0.119533
1.238000,-0.072338,-0.030141,-0.102479
1.240000,-0.060293,-0.025122,-0.085415
1.242000,-0.048242,-0.020101,-0.068343
1.244000,-0.036186,-0.015077,-0.051263
1.246000,-0.024126,-0.010052,-0.034178
1.248000,-0.012064,-0.005026,-0.017090
1.250000,-0.000000,-0.000000,-0.000000
1.252000,0.012064,0.005026,0.017090
1.254000,0.024126,0.010052,0.034178
1.256000,0.036186,0.015077,0.051263
1.258000,0.048242,0.020101,0.068343
1.260000,0.060293,0.025122,0.085415
1.262000,0.072338,0.030141,0.102479
1.264000,0.084376,0.035157,0.119533
1.266000,0.096406,0.040169,0.136575
1.268000,0.108425,0.045177,0.153603
1.270000,0.120434,0.050181,0.170615
1.272000,0.132431,0.055179,0.187610
1.274000,0.144414,0.060172,0.204586
1.276000,0.156382,0.065159,0.221542
1.278000,0.168335,0.070140,0.238475
1.280000,0.180271,0.075113,0.255384
1.282000,0.192188,0.080078,0.272267
1.284000,0.204086,0.085036,0.289122
1.286000,0.215964,0.089985,0.305949
1.288000,0.227819,0.094925,0.322744
1.290000,0.239652,0.099855,0.339507
1.292000,0.251460,0.104775,0.356236
1.294000,0.263243,0.109685,0.372928
1.296000,0.275000,0.114583,0.389583
1.298000,0.286728,0.119470,0.406198
1.300000,0.298428,0.124345,0.422773
1.302000,0.310097,0.129207,0.439305
